Light Intensity, Ch A vs Actual Angular Position, Run #38
Actual Angular Position	Light Intensity Ch A (%max)
0.320	-0.391
0.320	0.293
0.320	-0.293
0.320	0.195
0.319	-0.391
0.319	0.195
0.319	-0.391
0.318	0.195
0.318	-0.391
0.318	0.195
0.317	-0.391
0.317	0.195
0.317	-0.391
0.316	0.195
0.316	-0.391
0.316	0.195
0.316	-0.391
0.315	0.195
0.315	-0.391
0.315	0.195
0.314	-0.391
0.314	0.195
0.314	-0.391
0.313	0.195
0.313	-0.391
0.312	0.195
0.312	-0.391
0.312	0.195
0.311	-0.391
0.311	0.293
0.311	-0.293
0.311	0.195
0.311	-0.391
0.311	0.195
0.310	-0.391
0.310	0.195
0.309	-0.391
0.309	0.195
0.309	-0.391
0.309	0.195
0.308	-0.391
0.308	0.293
0.308	-0.391
0.307	0.195
0.307	-0.391
0.307	0.195
0.306	-0.391
0.305	0.195
0.305	-0.391
0.305	0.195
0.305	-0.391
0.304	0.195
0.304	-0.391
0.304	0.195
0.304	-0.391
0.303	0.195
0.303	-0.391
0.303	0.195
0.303	-0.391
0.303	0.195
0.302	-0.391
0.302	0.195
0.302	-0.293
0.302	0.195
0.302	-0.391
0.301	0.195
0.301	-0.293
0.300	0.195
0.300	-0.293
0.300	0.195
0.299	-0.293
0.299	0.195
0.298	-0.293
0.298	0.391
0.298	-0.195
0.297	0.488
0.297	0.000
0.297	0.781
0.297	0.195
0.296	0.879
0.296	0.391
0.296	1.172
0.295	0.781
0.295	1.367
0.294	0.781
0.294	1.367
0.294	0.781
0.293	1.172
0.292	0.195
0.291	0.488
0.290	-0.195
0.289	0.391
0.289	-0.195
0.288	0.391
0.288	-0.293
0.287	0.195
0.287	-0.293
0.287	0.195
0.287	-0.293
0.286	0.195
0.286	-0.391
0.285	0.195
0.284	-0.391
0.284	0.098
0.284	-0.293
0.284	0.195
0.284	-0.293
0.283	0.195
0.283	-0.391
0.283	0.195
0.282	-0.391
0.282	0.098
0.281	-0.293
0.280	0.195
0.280	-0.293
0.280	0.195
0.279	-0.293
0.279	0.195
0.279	-0.293
0.278	0.195
0.278	-0.293
0.278	0.195
0.278	-0.293
0.277	0.098
0.277	-0.293
0.276	0.195
0.276	-0.293
0.276	0.195
0.275	-0.293
0.275	0.195
0.274	-0.293
0.274	0.195
0.273	-0.293
0.273	0.195
0.273	-0.293
0.272	0.195
0.272	-0.293
0.271	0.098
0.271	-0.293
0.270	0.098
0.269	-0.195
0.268	0.098
0.268	-0.293
0.267	0.098
0.267	-0.293
0.267	0.098
0.266	-0.293
0.266	0.195
0.265	-0.293
0.264	0.195
0.264	-0.293
0.264	0.098
0.263	-0.293
0.263	0.195
0.262	-0.195
0.262	0.195
0.261	0.000
0.261	0.293
0.260	0.000
0.260	0.293
0.259	0.000
0.259	0.195
0.258	-0.195
0.258	0.098
0.257	-0.195
0.257	0.195
0.256	-0.195
0.256	0.098
0.255	-0.195
0.255	0.098
0.255	-0.293
0.255	0.098
0.254	-0.293
0.254	0.098
0.254	-0.293
0.253	0.098
0.253	-0.195
0.253	0.098
0.252	-0.195
0.252	0.098
0.251	-0.293
0.250	0.000
0.250	-0.293
0.249	0.000
0.249	-0.293
0.249	0.098
0.248	-0.195
0.247	0.098
0.247	-0.293
0.246	0.098
0.246	-0.195
0.246	0.098
0.246	-0.195
0.246	0.098
0.245	-0.195
0.244	0.098
0.244	-0.195
0.243	0.098
0.242	-0.195
0.241	0.000
0.240	-0.195
0.239	0.098
0.238	-0.195
0.238	0.098
0.237	-0.195
0.237	0.098
0.236	-0.195
0.236	0.098
0.236	-0.195
0.235	0.000
0.235	-0.195
0.235	0.098
0.235	-0.195
0.234	0.000
0.234	-0.195
0.233	0.000
0.233	-0.195
0.232	0.098
0.232	-0.195
0.231	0.098
0.230	-0.195
0.230	0.000
0.229	-0.195
0.229	0.000
0.229	-0.195
0.228	0.000
0.228	-0.195
0.227	0.000
0.227	-0.195
0.226	0.000
0.226	-0.195
0.225	0.000
0.224	-0.195
0.223	0.000
0.223	-0.195
0.223	0.000
0.223	-0.195
0.222	0.000
0.222	-0.195
0.220	0.000
0.219	-0.195
0.219	0.000
0.218	-0.195
0.218	0.000
0.217	-0.195
0.216	0.098
0.216	-0.195
0.216	0.098
0.216	-0.195
0.215	0.000
0.213	-0.195
0.212	0.000
0.211	-0.098
0.211	0.000
0.208	-0.195
0.205	0.000
0.205	-0.195
0.205	0.000
0.204	-0.195
0.204	0.000
0.204	-0.195
0.203	0.000
0.202	-0.195
0.202	0.000
0.201	-0.195
0.199	0.000
0.198	-0.195
0.196	0.000
0.195	-0.195
0.194	0.000
0.193	0.000
0.191	0.000
0.190	-0.195
0.189	0.000
0.186	-0.195
0.185	0.000
0.185	-0.195
0.184	0.000
0.184	-0.195
0.183	0.000
0.183	0.000
0.182	0.000
0.182	-0.195
0.182	0.000
0.181	0.000
0.180	0.000
0.180	-0.098
0.179	0.000
0.178	-0.195
0.178	0.000
0.177	0.000
0.176	0.000
0.176	-0.098
0.175	0.000
0.175	-0.098
0.175	0.000
0.174	0.000
0.173	0.000
0.172	0.000
0.171	0.000
0.171	0.000
0.170	0.000
0.169	-0.098
0.168	0.000
0.167	-0.098
0.167	0.000
0.165	-0.098
0.163	0.000
0.162	0.000
0.162	0.000
0.161	0.000
0.161	0.000
0.160	0.000
0.160	0.000
0.160	0.000
0.160	0.000
0.160	0.000
0.160	0.000
0.159	0.000
0.157	0.000
0.153	0.000
0.149	0.000
0.147	0.000
0.146	0.000
0.145	0.000
0.145	0.000
0.144	0.000
0.144	0.000
0.144	0.000
0.143	0.000
0.143	0.000
0.143	0.000
0.143	0.000
0.142	0.000
0.141	0.000
0.141	0.000
0.140	0.000
0.140	0.000
0.139	0.000
0.138	0.000
0.138	0.000
0.136	0.000
0.135	0.000
0.134	0.000
0.134	0.000
0.133	0.000
0.132	0.000
0.131	0.000
0.131	0.000
0.130	0.000
0.129	0.000
0.128	0.000
0.128	0.000
0.127	0.000
0.126	0.000
0.125	0.000
0.123	0.000
0.122	0.000
0.120	0.000
0.119	0.000
0.118	0.000
0.117	0.000
0.117	0.000
0.117	0.000
0.116	0.000
0.116	0.000
0.115	0.000
0.115	0.000
0.115	0.000
0.115	0.000
0.114	0.000
0.114	0.000
0.114	0.000
0.114	0.000
0.113	0.000
0.113	0.000
0.112	0.000
0.112	0.000
0.111	0.098
0.110	0.000
0.109	0.098
0.109	0.000
0.108	0.098
0.108	0.000
0.108	0.098
0.107	0.000
0.107	0.098
0.106	0.000
0.105	0.098
0.105	0.000
0.104	0.098
0.104	0.000
0.103	0.195
0.103	0.000
0.102	0.195
0.102	0.000
0.101	0.195
0.101	0.000
0.100	0.195
0.100	0.000
0.099	0.195
0.098	0.000
0.097	0.195
0.097	0.000
0.096	0.195
0.095	0.000
0.094	0.195
0.093	0.000
0.092	0.098
0.090	-0.098
0.088	0.098
0.086	-0.098
0.086	0.098
0.085	-0.098
0.084	0.098
0.083	-0.098
0.082	0.195
0.081	-0.195
0.080	0.195
0.080	-0.098
0.080	0.195
0.080	-0.195
0.079	0.098
0.079	-0.195
0.078	0.098
0.078	-0.195
0.077	0.195
0.077	-0.195
0.076	0.195
0.076	-0.195
0.074	0.098
0.074	-0.098
0.073	0.098
0.072	-0.195
0.070	0.195
0.069	0.000
0.069	0.195
0.069	0.000
0.068	0.195
0.067	-0.098
0.067	0.195
0.066	-0.098
0.066	0.195
0.066	-0.098
0.065	0.195
0.064	-0.195
0.063	0.195
0.063	-0.195
0.062	0.195
0.061	-0.195
0.061	0.195
0.060	0.000
0.060	0.195
0.059	-0.098
0.059	0.195
0.058	-0.195
0.057	0.195
0.056	-0.195
0.055	0.195
0.055	-0.098
0.054	0.195
0.053	0.000
0.053	0.293
0.052	-0.098
0.052	0.293
0.051	-0.098
0.051	0.391
0.050	-0.098
0.050	0.391
0.049	-0.098
0.048	0.391
0.048	-0.195
0.047	0.391
0.047	-0.098
0.047	0.391
0.046	-0.098
0.046	0.293
0.045	-0.098
0.044	0.391
0.044	0.000
0.044	0.391
0.043	0.000
0.043	0.391
0.042	0.000
0.041	0.391
0.040	0.000
0.039	0.391
0.038	0.000
0.038	0.391
0.037	0.000
0.037	0.391
0.036	0.000
0.036	0.391
0.035	0.000
0.035	0.391
0.034	0.000
0.034	0.391
0.033	0.000
0.033	0.391
0.033	0.000
0.033	0.391
0.032	0.000
0.032	0.391
0.031	0.000
0.031	0.391
0.030	0.000
0.030	0.391
0.030	0.000
0.029	0.488
0.029	0.000
0.028	0.488
0.028	0.000
0.027	0.488
0.027	0.000
0.026	0.586
0.026	0.000
0.026	0.488
0.025	0.000
0.025	0.488
0.024	0.000
0.024	0.586
0.024	0.000
0.024	0.586
0.023	0.098
0.023	0.586
0.022	0.098
0.022	0.684
0.021	0.098
0.021	0.684
0.020	0.098
0.020	0.586
0.019	0.098
0.019	0.781
0.018	0.195
0.017	0.781
0.016	0.195
0.015	0.879
0.015	0.391
0.015	0.977
0.014	0.391
0.014	0.977
0.013	0.488
0.013	1.074
0.013	0.488
0.013	1.074
0.013	0.391
0.012	1.172
0.012	0.586
0.011	1.172
0.011	0.586
0.011	1.172
0.011	0.781
0.011	1.270
0.011	0.781
0.011	1.367
0.011	0.781
0.011	1.465
0.011	0.879
0.011	1.563
0.011	0.977
0.011	1.758
0.011	1.172
0.011	1.758
0.011	1.270
0.011	1.953
0.011	1.563
0.011	2.441
0.011	2.149
0.011	3.223
0.011	2.930
0.011	3.906
0.011	3.516
0.010	4.688
0.010	4.492
0.010	7.617
0.010	30.860
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.148
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.010	98.050
0.009	98.050
0.009	98.050
0.009	98.050
0.009	98.050
0.008	98.050
0.008	98.050
0.007	98.050
0.005	98.050
0.003	98.050
0.002	67.190
5.818E-4	27.149
-0.001	5.860
-0.004	2.441
-0.007	1.953
-0.009	0.781
-0.009	1.270
-0.013	0.391
-0.018	0.781
-0.018	0.195
-0.018	0.781
-0.018	0.195
-0.018	0.781
-0.018	0.195
-0.018	0.781
-0.018	0.098
-0.018	0.781
-0.018	0.195
-0.018	0.781
-0.018	0.195
-0.018	0.781
-0.019	0.098
-0.020	0.684
-0.022	0.000
-0.022	0.684
-0.022	0.000
-0.023	0.684
-0.024	0.000
-0.024	0.586
-0.024	0.098
-0.025	0.586
-0.025	0.000
-0.026	0.586
-0.027	0.000
-0.028	0.586
-0.028	0.000
-0.028	0.586
-0.029	0.000
-0.031	0.586
-0.033	0.000
-0.035	0.586
-0.037	0.000
-0.038	0.684
-0.038	0.000
-0.038	0.586
-0.038	0.098
-0.038	0.586
-0.038	0.098
-0.038	0.684
-0.038	0.098
-0.038	0.586
-0.038	0.098
-0.039	0.586
-0.039	0.098
-0.040	0.586
-0.040	0.098
-0.040	0.684
-0.040	0.098
-0.040	0.586
-0.041	0.195
-0.041	0.586
-0.042	0.098
-0.043	0.684
-0.044	0.098
-0.044	0.684
-0.044	0.195
-0.044	0.781
-0.044	0.195
-0.045	0.781
-0.045	0.195
-0.046	0.781
-0.047	0.195
-0.048	0.684
-0.049	0.195
-0.049	0.684
-0.050	0.195
-0.050	0.781
-0.050	0.195
-0.051	0.781
-0.052	0.195
-0.053	0.684
-0.053	0.195
-0.054	0.684
-0.054	0.195
-0.055	0.684
-0.055	0.195
-0.057	0.684
-0.057	0.098
-0.058	0.586
-0.058	0.098
-0.059	0.586
-0.059	0.000
-0.060	0.586
-0.060	0.000
-0.061	0.488
-0.061	0.000
-0.061	0.586
-0.061	0.000
-0.061	0.586
-0.062	0.098
-0.062	0.488
-0.063	0.000
-0.064	0.391
-0.064	0.000
-0.065	0.488
-0.066	0.000
-0.066	0.488
-0.067	0.000
-0.067	0.391
-0.067	0.000
-0.067	0.391
-0.067	0.000
-0.067	0.391
-0.067	0.000
-0.072	0.391
-0.078	-0.195
-0.078	0.195
-0.078	-0.195
-0.080	0.195
-0.081	-0.195
-0.082	0.195
-0.082	-0.195
-0.082	0.195
-0.082	-0.195
-0.082	0.195
-0.082	-0.195
-0.082	0.195
-0.082	-0.195
-0.082	0.195
-0.082	-0.195
-0.083	0.195
-0.083	-0.195
-0.083	0.195
-0.084	-0.195
-0.084	0.195
-0.085	-0.195
-0.085	0.195
-0.086	-0.195
-0.086	0.195
-0.086	-0.195
-0.086	0.195
-0.087	-0.195
-0.088	0.195
-0.088	-0.195
-0.088	0.195
-0.089	-0.195
-0.089	0.195
-0.089	-0.195
-0.089	0.195
-0.089	-0.195
-0.089	0.195
-0.090	-0.195
-0.090	0.195
-0.091	-0.195
-0.091	0.195
-0.091	-0.195
-0.092	0.195
-0.093	-0.195
-0.094	0.195
-0.094	-0.195
-0.095	0.195
-0.095	-0.195
-0.095	0.195
-0.096	-0.195
-0.096	0.098
-0.097	-0.195
-0.097	0.195
-0.097	-0.195
-0.098	0.098
-0.098	-0.195
-0.099	0.098
-0.099	-0.195
-0.099	0.195
-0.100	-0.195
-0.101	0.098
-0.101	-0.098
-0.102	0.098
-0.102	-0.195
-0.103	0.195
-0.103	-0.195
-0.103	0.098
-0.104	-0.195
-0.104	0.098
-0.104	-0.195
-0.105	0.098
-0.106	-0.195
-0.106	0.098
-0.107	-0.195
-0.107	0.098
-0.108	0.000
-0.108	0.195
-0.109	-0.098
-0.109	0.098
-0.109	-0.195
-0.110	0.098
-0.110	-0.098
-0.110	0.098
-0.110	0.000
-0.110	0.098
-0.110	0.000
-0.110	0.098
-0.110	-0.195
-0.110	0.098
-0.110	0.000
-0.111	0.098
-0.111	0.000
-0.111	0.098
-0.111	-0.098
-0.111	0.000
-0.111	0.000
-0.111	0.000
-0.111	-0.195
-0.111	0.098
-0.111	0.000
-0.111	0.098
-0.112	0.000
-0.113	0.000
-0.114	0.000
-0.115	0.000
-0.116	0.000
-0.116	0.000
-0.116	0.000
-0.117	0.000
-0.117	0.000
-0.118	0.000
-0.119	0.000
-0.119	0.000
-0.120	0.000
-0.120	0.000
-0.120	0.000
-0.121	0.000
-0.121	0.000
-0.121	0.000
-0.121	-0.098
-0.122	0.000
-0.122	0.000
-0.123	0.000
-0.123	0.000
-0.124	0.000
-0.124	0.000
-0.125	0.000
-0.126	0.000
-0.128	0.000
-0.129	0.000
-0.129	0.000
-0.129	0.000
-0.129	0.000
-0.129	0.000
-0.130	0.000
-0.130	0.000
-0.130	0.000
-0.130	0.000
-0.131	0.000
-0.131	0.000
-0.131	0.000
-0.131	0.000
-0.132	0.000
-0.132	0.000
-0.132	0.000
-0.133	0.000
-0.133	0.000
-0.133	0.000
-0.134	0.000
-0.134	0.000
-0.135	0.000
-0.135	0.000
-0.135	0.000
-0.135	0.000
-0.136	0.000
-0.136	0.000
-0.136	0.000
-0.137	0.000
-0.137	0.000
-0.138	0.000
-0.139	0.000
-0.139	0.000
-0.140	0.000
-0.140	0.000
-0.140	0.000
-0.140	0.000
-0.141	0.000
-0.141	0.000
-0.141	0.000
-0.142	0.000
-0.142	0.000
-0.143	0.000
-0.144	0.000
-0.144	0.000
-0.145	0.000
-0.146	0.000
-0.147	0.000
-0.147	0.000
-0.148	0.000
-0.148	0.000
-0.148	0.000
-0.149	0.000
-0.149	0.000
-0.149	0.000
-0.149	0.000
-0.150	0.000
-0.151	0.000
-0.151	0.000
-0.152	0.000
-0.153	0.000
-0.153	0.000
-0.154	0.000
-0.155	0.000
-0.155	0.000
-0.155	0.000
-0.156	0.000
-0.156	0.000
-0.156	0.000
-0.156	0.000
-0.156	0.000
-0.157	0.000
-0.157	0.000
-0.158	0.000
-0.159	0.000
-0.160	0.000
-0.160	0.000
-0.161	0.000
-0.163	0.000
-0.163	0.000
-0.164	0.000
-0.164	0.000
-0.164	0.000
-0.165	0.000
-0.165	0.000
-0.165	0.000
-0.165	0.000
-0.166	0.000
-0.166	0.000
-0.166	0.000
-0.167	0.000
-0.168	-0.195
-0.168	0.000
-0.169	0.000
-0.170	0.000
-0.170	-0.098
-0.172	0.000
-0.173	-0.098
-0.174	0.098
-0.174	-0.195
-0.175	0.000
-0.175	-0.098
-0.175	0.000
-0.175	-0.195
-0.177	0.000
-0.178	0.000
-0.179	0.000
-0.180	-0.195
-0.181	0.098
-0.183	-0.195
-0.184	0.000
-0.184	-0.195
-0.185	0.000
-0.186	-0.195
-0.186	0.000
-0.187	-0.195
-0.188	0.000
-0.188	-0.195
-0.188	0.098
-0.188	-0.195
-0.188	0.098
-0.188	-0.195
-0.188	0.098
-0.188	-0.195
-0.189	0.098
-0.189	-0.195
-0.190	0.098
-0.191	-0.195
-0.192	0.098
-0.193	-0.195
-0.194	0.098
-0.194	-0.195
-0.195	0.098
-0.195	-0.195
-0.195	0.098
-0.196	-0.195
-0.196	0.098
-0.197	-0.195
-0.198	0.098
-0.198	-0.195
-0.199	0.098
-0.200	-0.195
-0.201	0.098
-0.201	-0.195
-0.202	0.098
-0.203	-0.293
-0.203	0.098
-0.204	-0.293
-0.204	0.098
-0.204	-0.195
-0.204	0.195
-0.205	-0.195
-0.206	0.098
-0.207	-0.195
-0.208	0.098
-0.208	-0.195
-0.209	0.098
-0.210	-0.293
-0.211	0.098
-0.212	-0.293
-0.213	0.195
-0.213	-0.195
-0.214	0.195
-0.216	-0.195
-0.216	0.195
-0.217	-0.195
-0.217	0.195
-0.218	-0.293
-0.218	0.195
-0.219	-0.293
-0.220	0.195
-0.220	-0.195
-0.221	0.195
-0.222	-0.195
-0.223	0.195
-0.223	-0.293
-0.225	0.195
-0.226	-0.293
-0.227	0.195
-0.228	-0.293
-0.229	0.195
-0.230	-0.293
-0.230	0.195
-0.231	-0.195
-0.232	0.195
-0.232	-0.293
-0.233	0.195
-0.234	-0.293
-0.234	0.195
-0.235	-0.293
-0.236	0.098
-0.237	-0.195
-0.237	0.195
-0.238	-0.195
-0.238	0.195
-0.239	-0.195
-0.239	0.293
-0.240	-0.195
-0.240	0.195
-0.240	-0.195
-0.241	0.195
-0.241	-0.293
-0.241	0.195
-0.241	-0.293
-0.241	0.195
-0.241	-0.293
-0.242	0.195
-0.242	-0.293
-0.243	0.195
-0.244	-0.293
-0.244	0.195
-0.245	-0.293
-0.245	0.195
-0.245	-0.391
-0.246	0.195
-0.246	-0.293
-0.246	0.195
-0.246	-0.293
-0.246	0.195
-0.246	-0.293
-0.247	0.195
-0.247	-0.293
-0.248	0.195
-0.248	-0.293
-0.249	0.195
-0.249	-0.293
-0.249	0.195
-0.250	-0.195
-0.250	0.293
-0.250	-0.195
-0.251	0.391
-0.251	0.000
-0.251	0.391
-0.251	-0.195
-0.252	0.391
-0.252	0.000
-0.252	0.488
-0.252	0.000
-0.252	0.488
-0.253	0.000
-0.254	0.391
-0.254	-0.195
-0.255	0.391
-0.255	-0.195
-0.256	0.391
-0.257	-0.195
-0.257	0.293
-0.257	-0.195
-0.257	0.195
-0.257	-0.293
-0.258	0.195
-0.258	-0.293
-0.258	0.195
-0.258	-0.391
-0.258	0.195
-0.259	-0.293
-0.260	0.195
-0.261	-0.293
-0.261	0.195
-0.261	-0.391
-0.262	0.195
-0.262	-0.293
-0.262	0.195
-0.262	-0.391
-0.263	0.195
-0.263	-0.293
-0.263	0.195
-0.263	-0.293
-0.264	0.195
-0.264	-0.293
-0.264	0.195
-0.264	-0.293
-0.265	0.195
-0.266	-0.391
-0.266	0.195
-0.266	-0.391
-0.267	0.195
-0.268	-0.391
-0.268	0.195
-0.269	-0.293
-0.270	0.293
-0.271	-0.391
-0.272	0.293
-0.274	-0.391
-0.277	0.195
-0.279	-0.391
-0.282	0.781
-0.285	0.977
-0.288	1.172
-0.289	0.391
-0.289	0.977
-0.289	0.391
-0.289	0.879
-0.289	0.293
-0.290	0.879
-0.290	0.391
-0.290	0.879
-0.290	0.391
-0.290	0.781
-0.291	0.000
-0.292	0.391
-0.294	-0.391
-0.294	0.293
-0.296	-0.391
-0.298	0.195
-0.299	-0.293
-0.300	0.195
-0.301	-0.391
-0.301	0.195
-0.302	-0.391
-0.303	0.195
-0.304	-0.391
-0.305	0.195
-0.305	-0.391
-0.306	0.195
-0.306	-0.391
-0.306	0.195
-0.306	-0.293
-0.307	0.195
-0.307	-0.391
-0.307	0.195
-0.307	-0.391
-0.308	0.195
-0.308	-0.293
-0.309	0.195
-0.309	-0.391
-0.310	0.195
-0.311	-0.293
-0.311	0.195
-0.312	-0.391
-0.313	0.195
-0.313	-0.391
-0.313	0.195
-0.313	-0.391
-0.313	0.195
-0.313	-0.391
-0.313	0.195
-0.314	-0.391
-0.314	0.195
-0.314	-0.391
-0.314	0.195
-0.314	-0.391
-0.314	0.195
-0.314	-0.391
-0.314	0.195
-0.315	-0.391
-0.315	0.195
-0.315	-0.391
-0.315	0.195
-0.315	-0.391
-0.315	0.195
-0.315	-0.391
-0.315	0.195
-0.316	-0.293
-0.317	0.293
-0.318	-0.293
-0.319	0.195
-0.319	-0.293
-0.320	0.195
-0.320	-0.293
-0.320	0.195
-0.321	-0.293
-0.322	0.195
-0.323	-0.293
-0.323	0.195
-0.323	-0.293
-0.323	0.195
-0.324	-0.293
-0.324	0.195
-0.325	-0.293
-0.325	0.195
-0.325	-0.391
-0.326	0.195
-0.326	-0.293
-0.327	0.195
-0.327	-0.293
-0.328	0.195
-0.329	-0.391
-0.330	0.195
-0.330	-0.391
-0.331	0.098
-0.331	-0.293
-0.331	0.195
-0.331	-0.293
-0.331	0.195
-0.331	-0.293
-0.332	0.195
-0.332	-0.293
-0.333	0.098
-0.334	-0.293
-0.335	0.195
-0.335	-0.293
-0.336	0.098
-0.336	-0.195
-0.337	0.195
-0.338	-0.293
-0.339	0.098
-0.340	-0.293
-0.340	0.098
-0.341	-0.293
-0.341	0.195
-0.341	-0.195
-0.341	0.098
-0.342	-0.293
-0.342	0.098
-0.343	-0.293
-0.343	0.098
-0.344	-0.293
-0.344	0.195
-0.344	-0.293
-0.345	0.195
-0.346	-0.293
-0.346	0.195
-0.347	-0.195
-0.347	0.195
-0.347	-0.293
-0.347	0.098
-0.348	-0.195
-0.348	0.195
-0.349	-0.195
-0.350	0.098
-0.351	-0.195
-0.352	0.195
-0.353	-0.195
-0.353	0.098
-0.354	-0.293
-0.354	0.098
-0.355	-0.195
-0.355	0.098
-0.356	-0.195
-0.356	0.098
-0.357	-0.195
-0.357	0.098
-0.358	-0.195
-0.358	0.000
-0.360	-0.195
-0.361	0.098
-0.362	-0.195
-0.363	0.098
-0.365	-0.195
-0.366	0.195
-0.367	-0.195
-0.367	0.098
-0.368	-0.195
-0.368	0.098
-0.369	-0.195
-0.369	0.098
-0.370	-0.195
-0.370	0.098
-0.371	-0.195
-0.371	0.098
-0.372	-0.195
-0.372	0.098
-0.373	-0.195
-0.374	0.098
-0.375	0.000
-0.375	0.098
-0.376	-0.195
-0.377	0.098
-0.378	-0.195
-0.378	0.098
-0.379	-0.195
-0.379	0.098
-0.380	-0.195
-0.380	0.098
-0.381	-0.195
-0.381	0.098
-0.381	-0.195
-0.382	0.098
-0.382	-0.195
-0.383	0.098
-0.383	-0.195
-0.383	0.098
-0.384	0.000
-0.385	0.195
-0.385	0.000
-0.386	0.391
-0.386	0.391
-0.386	0.977
-0.386	1.172
-0.387	1.758
-0.387	2.149
-0.387	3.125
-0.387	3.320
-0.387	3.711
-0.387	3.906
-0.388	5.274
-0.389	7.813
-0.391	9.375
-0.392	8.008
-0.394	6.250
-0.395	5.567
-0.396	5.860
-0.397	5.957
-0.398	6.543
-0.398	6.641
-0.398	6.641
-0.398	6.641
-0.399	6.836
-0.399	6.738
-0.399	6.836
-0.399	6.641
-0.399	6.738
-0.399	6.836
-0.399	7.031
-0.399	7.031
-0.399	7.031
-0.399	7.031
-0.399	7.227
-0.399	7.129
-0.399	7.129
-0.399	7.227
-0.399	7.422
-0.400	7.227
-0.402	5.274
-0.403	0.879
-0.404	0.488
-0.404	0.195
-0.404	0.391
-0.404	0.098
-0.404	0.195
-0.404	0.000
-0.404	0.195
-0.404	0.000
-0.404	0.195
-0.406	0.000
-0.409	0.098
-0.412	-0.098
-0.412	0.098
-0.412	0.000
-0.413	0.000
-0.416	-0.098
-0.421	0.098
-0.426	-0.195
-0.429	0.000
-0.430	-0.195
-0.430	0.000
-0.430	-0.195
-0.430	0.000
-0.430	-0.098
-0.430	0.000
-0.430	-0.195
-0.430	0.000
-0.430	-0.098
-0.430	0.000
-0.430	-0.195
-0.430	0.000
-0.430	-0.098
-0.430	0.000
-0.431	-0.195
-0.432	0.000
-0.435	0.000
-0.439	0.000
-0.439	-0.195
-0.439	0.000
-0.439	-0.195
-0.439	0.000
-0.440	0.000
-0.440	0.000
-0.440	-0.195
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	-0.098
-0.440	0.000
-0.440	0.000
-0.440	0.000
-0.440	-0.098
-0.440	0.000
-0.440	-0.098
-0.439	0.000
-0.439	-0.098
-0.439	0.000
-0.439	0.000
-0.439	0.000
-0.439	-0.195
-0.439	0.000
-0.439	0.000
-0.439	0.000
-0.439	-0.195
-0.439	0.000
-0.439	0.000
-0.439	0.000
-0.439	-0.098
-0.439	0.000
-0.439	0.000
-0.439	0.000
-0.438	0.000
-0.436	0.000
-0.435	0.000
-0.434	0.000
-0.433	0.000
-0.432	0.000
-0.432	0.000
-0.431	0.000
-0.430	0.000
-0.430	0.000
-0.429	0.000
-0.429	0.000
-0.429	0.000
-0.428	0.000
-0.428	0.000
-0.428	0.000
-0.427	0.000
-0.426	0.000
-0.425	0.000
-0.425	0.000
-0.424	0.000
-0.424	0.000
-0.424	0.000
-0.424	0.000
-0.423	0.000
-0.423	0.000
-0.423	0.000
-0.423	0.000
-0.423	0.000
-0.422	0.000
-0.422	0.000
-0.422	0.000
-0.421	0.000
-0.420	0.000
-0.420	0.000
-0.419	0.000
-0.419	0.000
-0.418	0.000
-0.417	0.000
-0.416	0.000
-0.415	0.000
-0.414	0.000
-0.414	0.000
-0.413	0.000
-0.413	0.000
-0.412	0.000
-0.412	0.000
-0.412	0.000
-0.411	0.000
-0.411	0.000
-0.411	0.000
-0.410	0.000
-0.410	0.000
-0.409	0.000
-0.409	0.000
-0.408	0.000
-0.408	0.000
-0.408	0.000
-0.407	0.000
-0.407	0.000
-0.407	0.000
-0.406	0.000
-0.405	0.098
-0.405	0.000
-0.405	0.000
-0.404	0.000
-0.404	0.000
-0.403	0.000
-0.403	0.098
-0.402	0.098
-0.401	0.586
-0.401	1.172
-0.400	1.953
-0.399	2.246
-0.399	2.734
-0.398	3.125
-0.397	3.906
-0.397	3.711
-0.396	4.102
-0.395	4.004
-0.394	4.492
-0.393	4.492
-0.392	5.860
-0.391	6.738
-0.390	8.008
-0.390	8.203
-0.390	8.985
-0.390	8.789
-0.389	9.375
-0.389	8.985
-0.389	9.668
-0.389	9.180
-0.389	9.864
-0.389	9.473
-0.388	9.864
-0.388	9.082
-0.388	9.180
-0.388	8.203
-0.387	8.203
-0.387	6.738
-0.387	6.153
-0.386	4.297
-0.385	2.832
-0.385	1.172
-0.385	0.977
-0.384	0.195
-0.384	0.391
-0.383	0.000
-0.383	0.195
-0.382	0.000
-0.381	0.098
-0.380	-0.195
-0.380	0.098
-0.379	0.000
-0.378	0.098
-0.378	-0.195
-0.377	0.195
-0.376	-0.195
-0.375	0.098
-0.374	-0.195
-0.374	0.098
-0.373	-0.195
-0.372	0.195
-0.371	-0.195
-0.370	0.098
-0.368	-0.195
-0.367	0.098
-0.365	-0.293
-0.364	0.098
-0.363	-0.195
-0.362	0.195
-0.362	-0.195
